age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,Month,Day,Year
51,1,1.0,77,39323,1,1,1,20143,3,0,0,1.0,43,0,1,4541.777966,7.0,2,21411.48919,1,30239.38092,0,6,30,2016
50,1,1.0,73,39124,1,0,0,85018,0,1,0,0.0,65,1,0,9163.275789,5.0,0,29311.94767,6,23024.8856,0,2,8,2016
35,0,0.0,45,35549,0,1,0,15004,3,0,1,0.0,50,2,1,2939.462027,3.0,2,13828.640780000002,1,13175.76747,0,9,3,2015
48,1,0.0,85,38724,1,0,0,50002,3,2,0,1.0,29,2,0,4312.494815,7.0,0,12871.5734,1,10555.85616,0,12,3,2015
60,0,1.0,82,40938,1,1,0,85019,0,1,0,0.0,50,0,0,3712.488367,4.0,1,27439.28355,3,14211.371,0,7,20,2015
66,0,0.0,81,41890,1,0,0,20149,1,1,1,0.0,70,0,1,1690.7625280000002,4.0,1,15472.43879,1,33563.55511,0,12,20,2016
33,1,1.0,69,34961,1,1,0,50020,0,0,0,1.0,100,0,1,3806.22599,3.0,0,15918.34996,0,4743.737566,0,12,28,2015
60,0,1.0,91,40952,1,0,1,85028,6,2,0,0.0,0,2,1,2527.275638,4.0,2,10088.27221,0,6670.880185,0,3,22,2015
43,1,0.0,64,37606,0,1,1,20160,2,1,1,1.0,100,0,1,7775.850598999999,6.0,1,19957.05995,1,7619.888144,0,8,10,2016
40,1,0.0,67,36891,1,0,0,15056,1,1,0,0.0,89,2,1,7804.210324,6.0,1,11864.99838,4,33813.67925,0,7,7,2015
39,1,0.0,92,36633,1,1,0,50029,5,2,0,0.0,96,2,1,5690.89995,8.0,2,38032.60991,3,19962.94262,0,4,2,2016
32,0,1.0,83,34643,0,1,1,50009,2,2,1,0.0,72,0,1,2923.541812,4.0,2,12954.07431,1,16025.00766,1,7,8,2015
45,0,1.0,67,38052,1,1,0,80002,6,1,3,1.0,61,0,1,6550.991346,8.0,1,10352.2721,4,28357.39405,0,11,6,2016
55,1,1.0,82,40074,1,1,0,85021,0,1,0,0.0,20,0,1,7036.7838280000005,3.0,0,49874.93387,5,24517.32079,0,3,21,2016
39,1,1.0,70,36636,1,0,0,50041,2,1,0,0.0,94,2,0,3673.453957,5.0,1,25899.63601,1,56845.95143,0,5,4,2016
33,1,0.0,80,34971,1,1,0,80003,6,1,0,0.0,76,0,1,5687.461789,4.0,0,35936.88019,6,7788.466108,1,3,6,2016
53,0,0.0,77,39706,1,1,0,20134,5,2,0,1.0,67,0,0,6054.934507999999,6.0,2,23890.87035,6,15106.16807,0,5,21,2016
59,0,1.0,77,40786,1,1,1,20130,1,2,0,0.0,5,2,0,8108.881890000001,4.0,2,18104.49082,5,18404.2049,0,11,3,2015
31,0,1.0,86,34360,0,1,1,85037,6,1,1,1.0,59,0,0,7112.754024,2.0,2,19561.08251,0,10638.39454,0,6,26,2016
46,0,1.0,69,38268,1,0,1,15012,4,1,0,0.0,88,0,1,1698.616396,3.0,2,11138.39657,0,30555.26687,0,11,27,2015
52,1,0.0,88,39535,0,1,1,80011,2,2,0,0.0,1,0,0,3900.118515,3.0,1,18665.53231,1,24281.37869,0,11,9,2016
47,0,0.0,73,38514,1,0,0,50013,2,0,2,0.0,0,2,1,3524.735316,8.0,2,9717.208493,2,24359.42716,0,11,23,2016
48,0,1.0,74,38724,1,0,0,50009,6,1,0,0.0,50,0,1,4687.691606,0.0,1,17377.06819,6,38239.38571,0,5,24,2015
65,0,0.0,91,41756,0,0,0,85036,0,0,1,1.0,24,0,1,5063.7344140000005,4.0,0,7216.476615,5,19658.54804,0,4,6,2015
44,0,1.0,70,37851,0,1,1,20103,3,1,0,0.0,13,2,1,4984.63315,3.0,0,24175.06773,0,15547.01508,0,7,2,2015
34,0,1.0,76,35262,1,0,1,80016,5,1,0,0.0,37,0,1,7934.815367,2.0,2,19169.85503,2,19786.84575,0,9,24,2016
61,0,1.0,81,41104,1,1,0,15007,1,0,0,1.0,13,2,1,8141.421882,7.0,2,31574.286860000004,6,11039.82991,0,5,26,2015
42,0,1.0,82,37379,1,1,1,80003,5,2,0,1.0,89,0,1,3654.943272,8.0,2,19842.43238,2,38582.89465,0,7,11,2015
50,0,1.0,76,39099,0,1,1,15012,5,1,2,1.0,96,2,1,4995.0140710000005,4.0,0,54524.31503,2,24173.38102,0,8,15,2015
34,0,1.0,86,35253,1,1,0,20144,5,1,0,0.0,1,0,0,3053.64994,2.0,2,31043.61379,3,10986.01732,0,10,10,2015
40,0,1.0,47,36915,1,0,0,85040,1,1,0,0.0,47,0,1,6867.000977,5.0,2,28275.78981,5,10896.93108,1,12,15,2015
41,0,0.0,84,37135,1,0,0,80021,4,2,0,0.0,34,0,1,3579.68879,8.0,0,44259.43185,2,18439.89252,0,3,20,2015
33,1,1.0,90,34970,1,1,1,85020,4,1,0,0.0,84,0,0,4300.669991,3.0,0,7779.053415,4,14121.98956,0,8,7,2015
60,1,0.0,79,40939,1,1,0,80101,2,1,0,0.0,30,0,0,4509.406242,6.0,2,20735.99841,5,40517.83278,0,3,2,2016
60,1,0.0,83,40938,1,0,0,80026,5,0,2,0.0,38,0,1,4103.315243,6.0,0,19388.17223,1,20870.16622,0,6,6,2015
66,0,1.0,56,41900,1,1,1,50059,1,1,0,0.0,50,0,0,2524.710204,9.0,0,25254.34139,3,22839.38574,0,7,26,2016
49,1,1.0,50,38915,0,1,0,85039,3,2,0,0.0,5,2,0,7145.246845999999,2.0,0,13179.28781,2,21341.91814,0,2,19,2015
40,1,1.0,77,36902,1,0,0,15035,0,2,0,1.0,96,0,0,4877.42897,7.0,0,12845.27813,2,48067.59161,0,3,9,2015
46,0,1.0,61,38284,1,0,1,15010,3,1,0,1.0,61,0,1,7016.557940000001,8.0,1,6521.860074,4,23363.51,1,4,14,2016
49,0,1.0,73,38929,1,1,1,80104,4,1,0,0.0,51,0,1,3647.015885,5.0,0,6033.022417,3,6174.052841,0,1,30,2015
40,0,1.0,81,36896,1,1,0,85076,2,1,0,0.0,26,0,0,9380.147055,1.0,1,38435.294460000005,1,10209.14915,0,3,25,2015
59,1,1.0,78,40795,1,1,0,20159,6,0,0,1.0,51,2,1,5682.650248,5.0,0,30219.18087,1,35572.37615,0,3,15,2015
59,0,1.0,64,40774,1,0,0,20118,4,0,2,1.0,62,2,0,2744.184845,6.0,0,35720.511660000004,0,13031.94775,0,5,15,2015
49,1,0.0,72,38912,1,1,1,20117,6,2,0,0.0,25,1,0,8536.470421,1.0,1,5893.976749,6,35651.70373,0,3,29,2015
63,0,1.0,72,41436,1,1,0,80014,5,1,0,0.0,15,1,1,3562.943272,6.0,1,16973.59291,0,20884.9427,1,12,24,2016
45,1,1.0,85,38059,1,1,0,50001,0,0,0,0.0,95,0,0,5238.844458,3.0,0,11689.41064,5,11506.11281,0,5,25,2015
36,0,1.0,82,35849,1,1,0,50025,5,2,1,0.0,2,0,0,4540.218634000001,9.0,1,6415.951745,2,16792.890330000002,0,1,2,2016
30,1,1.0,63,34008,0,1,0,85077,1,2,2,0.0,5,2,0,3206.9669280000003,5.0,0,49308.2625,5,11549.74936,0,4,7,2015
43,1,1.0,94,37617,1,1,0,85074,0,2,1,1.0,65,2,1,1846.990972,2.0,2,33639.98555,5,8259.009912000001,0,12,14,2015
47,1,1.0,50,38495,1,0,0,15009,2,1,0,0.0,57,0,0,3158.604384,3.0,0,27042.6044,6,7747.259190999999,0,12,21,2016
47,0,0.0,78,38482,1,0,1,20105,5,2,0,0.0,20,0,0,2125.490048,7.0,1,4733.323564,2,29521.87772,0,12,24,2016
42,1,0.0,75,37362,1,0,0,85073,6,1,0,0.0,0,2,1,2154.763644,8.0,2,20023.63422,0,8421.125392,0,5,17,2015
38,1,1.0,34,36357,1,1,0,50047,4,0,0,0.0,70,2,1,6825.391524,1.0,1,12789.96942,0,17851.988390000002,0,11,4,2016
55,0,0.0,95,40090,1,0,0,85082,2,1,0,0.0,92,2,0,8547.152352,3.0,2,30213.497410000004,5,54412.24191,0,11,23,2016
47,0,0.0,54,38498,0,0,0,85051,0,2,0,0.0,100,2,0,4776.881106,5.0,0,20514.93221,0,19851.29437,0,8,1,2016
51,1,1.0,54,39320,1,1,0,80105,1,1,0,0.0,61,0,1,6530.427052,4.0,2,12988.62642,5,23775.18133,0,4,12,2016
35,1,1.0,50,35572,1,1,0,80035,3,2,2,0.0,100,2,1,4432.848954,8.0,1,17866.44009,1,20396.87002,0,8,6,2015
57,1,0.0,92,40422,0,1,0,50025,0,2,1,0.0,15,1,1,6497.65114,3.0,2,28708.96192,4,12619.45073,0,2,15,2016
45,1,1.0,93,38057,1,1,0,50047,3,0,0,0.0,95,2,0,4249.8281990000005,6.0,0,16638.32245,5,13220.08235,0,12,15,2016
63,1,1.0,66,41425,1,0,0,85034,5,2,0,0.0,18,0,0,3184.074688,6.0,1,34386.11162,4,12720.03309,0,4,18,2015
33,0,0.0,78,34955,0,0,0,50010,2,1,0,1.0,29,0,0,8198.748932999999,4.0,1,51476.69614,5,28524.74288,0,9,21,2016
46,1,1.0,80,38291,1,0,1,20109,1,1,0,0.0,6,2,1,6075.514667,3.0,0,32881.09129,4,27576.91362,0,10,11,2016
40,1,0.0,79,36882,1,0,1,15018,2,2,1,0.0,97,0,1,5980.841966,6.0,0,13358.58437,1,11571.66755,0,12,28,2016
43,1,1.0,88,37595,1,0,0,20102,5,0,0,1.0,46,0,1,7191.200753,4.0,2,11211.65477,3,64718.97017000001,0,2,14,2015
52,1,0.0,63,39521,0,1,0,80033,0,1,0,0.0,16,0,0,4056.446714,3.0,0,24526.85631,0,41794.865410000006,0,8,24,2015
42,1,0.0,81,37359,0,0,0,15052,3,1,0,1.0,1,2,0,5710.2222600000005,1.0,0,14501.62286,0,10262.43263,0,5,21,2015
37,1,1.0,80,36113,1,1,0,20131,0,1,0,1.0,3,2,1,4640.685468,5.0,2,25394.16697,1,15216.97314,0,3,16,2015
41,0,1.0,87,37130,1,0,0,50051,6,1,1,0.0,24,0,1,6013.809561,1.0,0,23633.94375,1,18198.64528,0,2,7,2016
61,1,1.0,85,41111,1,1,1,50025,0,1,0,0.0,2,2,1,6441.236114,5.0,2,15120.53001,4,22868.357030000003,0,3,2,2015
27,0,1.0,77,32956,1,1,1,20104,5,2,2,0.0,100,1,1,3606.489988,10.0,2,39196.80218,1,17712.9769,0,8,20,2016
52,1,1.0,92,39503,0,0,0,50039,5,1,1,0.0,99,2,1,11827.66884,3.0,2,15181.98922,4,7789.314717,0,12,17,2016
48,0,0.0,76,38707,0,1,0,50055,6,2,5,0.0,50,0,1,4827.858886999999,2.0,0,29826.62982,5,52929.00897,1,8,21,2016
34,1,1.0,85,35254,1,1,1,50010,5,2,0,0.0,32,2,1,10901.10995,7.0,2,38930.30972,4,10391.58943,0,7,25,2015
45,1,0.0,92,38075,0,1,1,50047,6,1,2,1.0,96,0,1,3280.339686,2.0,1,30314.28092,0,9058.962615,0,3,13,2016
38,0,0.0,74,36363,1,1,0,85002,0,1,1,0.0,22,0,1,3647.765905,7.0,0,32927.29904,2,28437.49504,0,9,21,2015
68,1,1.0,87,42212,1,1,0,50047,2,0,0,0.0,18,0,1,7591.763656,4.0,2,5395.250282,6,24378.90318,0,2,25,2015
34,0,0.0,93,35261,1,0,1,15021,6,1,0,0.0,11,2,0,7784.464309999999,9.0,2,17782.74728,6,33181.65659,0,4,19,2015
37,1,0.0,85,36113,1,0,0,20148,4,1,2,1.0,61,2,1,6845.950764,4.0,2,18144.99005,1,15048.69551,0,1,16,2015
35,0,1.0,57,35542,1,1,1,15001,2,2,0,0.0,9,1,0,2425.343815,4.0,0,42321.22546,6,44320.20299,0,4,8,2015
42,0,1.0,88,37379,1,0,0,15017,0,1,1,0.0,1,0,1,2717.7211230000003,6.0,1,30251.91049,4,19355.11494,0,2,15,2016
31,1,1.0,92,34350,1,0,0,15010,5,0,0,0.0,16,2,0,3653.440001,5.0,0,21557.48794,2,51908.49152,0,4,9,2016
25,1,0.0,68,32182,1,0,1,85077,0,1,1,1.0,60,2,1,5407.911388,4.0,2,24918.10764,5,29146.92659,0,12,7,2015
29,0,1.0,66,33688,1,0,1,20148,4,0,1,0.0,30,1,1,3775.173448,5.0,1,26424.64505,6,61767.53595,0,5,27,2016
32,0,0.0,95,34662,1,1,1,50052,2,1,0,1.0,7,0,0,5836.96001,8.0,0,9124.004991,0,29304.6967,1,12,16,2015
54,0,1.0,91,39884,1,0,0,50006,1,1,0,1.0,1,0,0,2667.4156190000003,3.0,0,14749.99019,5,8464.265795000001,0,9,13,2016
73,1,1.0,53,42904,0,1,0,85077,0,1,1,0.0,51,2,1,2045.426404,1.0,0,6887.112068,5,39518.24781,1,12,5,2016
48,1,1.0,40,38695,0,0,0,85019,4,1,0,1.0,12,0,0,1918.690434,5.0,2,32601.87932,0,36246.4199,0,12,11,2015
33,1,1.0,46,34955,0,1,1,20139,6,2,0,1.0,50,2,0,1372.556035,2.0,2,11749.90734,0,13067.25465,0,8,16,2015
68,1,1.0,73,42195,0,0,1,50008,3,2,0,0.0,100,2,1,7647.997699,7.0,0,18870.10529,0,60378.27399,0,1,22,2015
55,0,1.0,69,40065,0,1,1,50027,0,1,2,0.0,92,2,1,5706.59229,8.0,1,31542.035030000003,6,30155.664630000003,0,6,27,2016
31,1,1.0,90,34343,1,1,1,20144,1,1,0,0.0,89,0,0,5230.252464,6.0,2,25990.24368,4,32252.4271,0,9,1,2015
43,1,1.0,46,37598,1,1,1,20155,1,1,0,1.0,56,0,1,2658.719295,3.0,0,39341.30347,1,42628.72497,0,10,13,2015
42,0,0.0,93,37392,1,1,1,50054,5,1,0,0.0,75,0,0,4257.201513,4.0,0,15081.06876,3,16698.520780000003,0,5,16,2015
28,1,1.0,58,33316,1,0,0,15026,0,1,1,0.0,21,2,0,6152.872469,12.0,1,33513.19062,1,46890.78536,0,1,12,2015
40,1,1.0,74,36876,0,1,1,85039,3,2,0,1.0,31,2,1,9904.095245,6.0,1,45561.16483,2,50712.93268,0,7,21,2016
45,1,0.0,76,38063,1,0,0,20153,4,1,2,0.0,14,0,1,5185.584065999999,6.0,0,18936.34957,0,15099.20419,0,1,8,2016
35,1,1.0,60,35539,0,0,0,85054,4,1,1,1.0,17,0,1,1627.224788,10.0,2,31108.95848,4,24436.92951,0,10,9,2015
34,0,0.0,74,35254,0,0,0,80023,2,2,2,1.0,8,0,1,8351.268793000001,5.0,0,16084.58286,5,10211.01955,0,6,10,2015
52,1,0.0,55,39494,1,1,1,85068,6,1,0,1.0,25,2,1,6179.851274000001,3.0,2,36258.95368,1,5591.2875890000005,0,8,21,2016
50,0,0.0,90,39113,1,0,1,85029,5,1,0,0.0,96,0,1,4251.963136,6.0,0,25760.08628,5,41101.06352,1,9,24,2016
45,1,1.0,77,38066,1,0,0,50031,0,0,0,0.0,94,2,0,4959.550337,5.0,2,18288.67054,1,8133.496368999999,1,3,7,2016
40,1,1.0,85,36892,0,0,1,15020,6,1,0,0.0,99,2,1,3666.158515,8.0,1,7263.669409,5,17697.683390000002,1,3,15,2015
42,1,0.0,93,37379,1,1,1,85016,3,1,0,0.0,53,2,0,4208.800525,5.0,1,11819.03965,1,46474.06613,0,11,5,2015
36,1,1.0,77,35848,1,1,1,85013,5,0,0,1.0,100,0,1,5758.135224000001,7.0,2,17063.75637,6,44462.29882,0,8,13,2016
70,0,1.0,62,42478,1,1,0,85020,3,1,1,1.0,0,0,0,3331.883029,1.0,1,14641.16807,3,17444.92724,0,4,23,2015
53,1,1.0,39,39715,1,1,0,85044,2,1,1,0.0,60,0,1,2396.491708,1.0,0,40055.26331,2,19509.73773,0,5,18,2016
49,1,1.0,64,38933,1,1,1,20149,6,1,0,0.0,18,2,1,7465.738361,4.0,2,10840.67215,2,21990.75312,0,3,22,2015
34,1,1.0,79,35274,1,1,1,20134,0,1,1,0.0,65,0,1,7607.027298,12.0,0,22853.81139,3,18835.2824,0,4,4,2016
63,0,1.0,73,41441,1,1,0,85025,0,2,0,0.0,50,0,0,6547.176896,2.0,0,46070.63188,1,14655.0972,0,9,7,2015
52,1,1.0,73,39519,1,1,1,15060,3,1,0,1.0,2,0,1,7646.667665000001,4.0,1,32979.56958,4,44030.185560000005,0,8,6,2015
35,1,1.0,93,35528,1,1,0,85074,5,2,0,0.0,87,0,1,4809.345799000001,3.0,0,20136.37359,3,25580.92707,0,1,10,2015
57,1,1.0,69,40439,1,1,0,50049,6,1,1,0.0,9,0,0,4483.900025,7.0,0,20923.67211,1,25497.40692,0,12,4,2016
39,1,1.0,75,36641,1,1,0,50006,5,2,0,0.0,99,2,1,4730.045395,5.0,0,9127.789695,1,20279.46022,0,4,23,2016
41,1,1.0,96,37146,1,0,1,15035,4,1,2,1.0,100,0,1,5931.308932,4.0,0,34106.975210000004,0,8720.704690999999,1,3,11,2016
48,1,1.0,86,38705,0,0,1,50042,6,2,1,0.0,67,2,1,4386.92394,2.0,1,18656.99112,0,19870.97595,0,5,10,2015
37,1,1.0,68,36110,1,1,1,15059,3,1,0,0.0,33,1,1,4501.507324,6.0,0,26803.68697,3,4933.715538,0,1,14,2016
34,0,1.0,71,35269,1,1,0,50014,2,0,0,1.0,20,2,1,8171.188186,5.0,0,53080.2683,1,25049.4184,0,12,9,2015
37,0,1.0,76,36106,1,0,1,15021,2,1,0,0.0,16,2,1,10740.84315,3.0,0,5810.031069,1,50139.50337,0,1,21,2015
53,1,1.0,88,39704,0,1,1,80027,6,0,0,0.0,22,0,0,4755.2097,5.0,2,33063.72259,1,26817.09005,0,9,18,2016
46,1,1.0,72,38295,1,1,1,85026,0,2,1,0.0,50,0,1,7013.236433,4.0,1,24293.14719,0,21684.64592,0,11,2,2015
36,1,1.0,76,35853,1,1,1,50001,0,0,0,0.0,10,0,0,2944.081346,7.0,2,32002.2228,0,28979.48005,0,9,26,2016
38,0,1.0,56,36374,1,0,1,85003,3,2,0,1.0,1,1,1,1739.4858370000002,5.0,2,9509.238176,2,18272.12567,0,3,5,2015
29,1,1.0,77,33677,1,0,1,15057,5,1,1,0.0,11,1,1,5150.159399,5.0,0,34430.638530000004,1,29890.98239,0,11,7,2015
31,0,1.0,81,34329,1,0,0,80021,6,1,0,1.0,10,2,0,4759.118134,7.0,0,24235.50534,2,29583.770160000004,0,10,2,2016
44,1,1.0,67,37840,1,0,0,20101,4,0,0,0.0,82,0,1,5441.863147,5.0,0,34003.472630000004,3,34912.24172,0,12,23,2016
61,1,0.0,91,41112,1,0,1,50040,2,2,1,0.0,50,0,0,5478.101754,2.0,2,51620.27847,2,25993.56344,0,4,20,2016
40,0,1.0,75,36887,1,1,0,85036,5,1,0,0.0,84,0,1,2881.973614,7.0,2,9598.643626,2,11833.94796,0,5,14,2016
53,1,1.0,92,39698,0,0,1,15009,4,2,1,0.0,77,2,1,4569.866551,6.0,2,14746.37721,3,37057.30668,0,7,22,2016
61,1,0.0,77,41104,0,1,1,85020,6,2,0,0.0,38,0,0,5349.515737,3.0,1,18279.24737,5,19813.86936,0,1,31,2016
42,0,1.0,84,37404,1,0,1,20122,5,2,2,0.0,21,2,1,8863.773639000001,7.0,0,23064.14032,2,14664.832219999998,0,6,18,2016
34,0,1.0,74,35272,1,1,1,80023,4,1,1,0.0,20,0,1,5761.550988,5.0,1,22567.3823,1,8956.8459,0,10,21,2016
29,1,1.0,80,33666,0,0,0,85045,2,2,0,0.0,83,2,1,2583.487958,9.0,1,11523.69329,4,31897.88671,0,3,9,2016
62,0,1.0,90,41278,0,0,0,80006,3,1,3,0.0,65,0,1,5328.483745,5.0,2,28626.44093,5,19248.32599,0,7,30,2015
30,1,0.0,96,34022,0,0,0,15025,4,1,0,1.0,35,0,1,3871.213656,4.0,0,36076.86047,6,19523.56683,0,10,7,2016
42,1,1.0,56,37374,0,1,0,85019,5,1,0,0.0,50,2,1,3213.1829,7.0,2,12852.03736,0,25586.01567,0,4,9,2016
25,1,1.0,72,32210,0,0,1,50012,4,1,1,0.0,41,2,0,4175.531163000001,2.0,1,34442.18212,4,21776.85994,1,11,13,2015
41,0,1.0,89,37135,0,0,0,15057,0,2,3,0.0,60,0,0,6186.251929,2.0,1,24383.68041,5,18311.24105,0,10,26,2015
32,0,1.0,91,34658,0,0,0,15012,0,2,1,1.0,44,0,0,5549.331549,7.0,0,14549.74141,5,13634.86659,0,8,3,2015
47,1,1.0,79,38499,0,0,0,50008,5,2,1,0.0,1,2,0,5462.552404,3.0,1,18832.24033,4,41818.84612,0,12,17,2016
62,1,1.0,65,41280,0,1,0,15035,6,1,1,0.0,81,1,1,5123.359664,2.0,1,12552.66094,2,28960.73392,1,2,28,2016
48,1,1.0,60,38726,0,0,0,85017,1,0,0,0.0,5,0,1,3226.220639,5.0,0,21434.88189,4,18102.73454,0,2,2,2016
32,1,1.0,54,34643,1,0,0,80012,2,2,0,0.0,99,0,0,4564.893899000001,3.0,0,25883.93153,4,11442.11279,0,9,23,2015
31,1,1.0,80,34325,0,1,0,20151,3,0,0,0.0,31,0,0,7130.205131999999,5.0,0,27900.51277,2,10222.99321,1,6,25,2015
36,0,1.0,61,35830,1,1,1,50047,3,1,0,0.0,39,0,1,8553.627056,3.0,2,11066.14987,0,11472.3676,0,8,6,2015
28,1,1.0,60,33335,0,1,1,85027,1,2,1,1.0,93,0,0,10718.0045,5.0,1,31818.24492,4,37836.03825,0,9,6,2016
51,0,1.0,79,39320,0,1,1,80044,1,1,0,0.0,11,0,1,16876.29594,7.0,0,38288.78933,0,37975.69238,0,11,15,2016
24,0,1.0,77,31776,1,0,1,50050,6,0,0,0.0,9,1,0,1726.157957,7.0,0,20454.213,0,32024.69308,0,11,8,2015
44,1,0.0,79,37840,1,0,1,85027,6,1,4,1.0,23,2,1,7637.163955,6.0,0,21352.35896,3,34095.48605,0,5,3,2015
23,1,0.0,91,31346,0,0,1,80021,5,1,3,0.0,94,1,1,3700.871127,3.0,0,24334.7029,0,20116.38823,0,1,24,2015
28,1,1.0,68,33322,1,0,1,15021,2,0,0,0.0,48,2,0,6986.221337999999,6.0,2,7445.115416,4,19235.4187,0,9,2,2015
29,1,0.0,75,33682,0,1,1,80025,4,0,0,0.0,93,1,0,4905.784524000001,5.0,2,8260.608632,1,38367.38199,0,3,4,2016
68,0,1.0,92,42198,1,1,0,80027,0,1,0,1.0,77,0,1,5084.83858,5.0,2,20975.03361,1,31785.04415,0,8,29,2016
32,0,0.0,84,34663,0,1,0,50026,0,2,0,0.0,53,0,0,2568.400847,9.0,0,17318.555659999998,2,8195.745723,1,12,14,2015
50,1,1.0,11,39101,0,1,1,80022,3,2,0,1.0,53,0,1,7172.021476000001,8.0,2,45437.12365,0,20597.99718,1,3,17,2016
28,0,1.0,86,33313,0,0,1,50001,6,2,1,1.0,100,1,1,6896.506929000001,6.0,2,40051.58,3,37608.38183,0,8,9,2015
56,1,0.0,69,40227,1,1,0,15043,0,0,0,1.0,50,0,0,8429.25626,3.0,1,18499.70922,1,36800.55056,0,10,10,2016
40,1,0.0,79,36897,1,0,1,15017,4,1,0,0.0,51,0,1,4043.401851,8.0,0,22176.021,2,23696.69873,0,8,7,2015
62,1,1.0,76,41239,0,0,0,20137,0,2,0,1.0,73,0,1,6983.463519,4.0,2,16615.15372,0,17308.96672,0,2,15,2016
29,1,1.0,86,33681,1,1,0,80028,0,1,0,0.0,92,1,0,2364.0877960000003,4.0,1,11628.5237,1,14973.77935,0,2,23,2015
29,1,1.0,86,33668,0,0,1,50057,6,1,2,0.0,34,1,1,7262.798356,4.0,1,22826.36422,2,16323.74215,0,2,28,2016
53,1,0.0,44,39698,0,1,0,80034,1,1,0,1.0,100,0,1,2781.881015,6.0,2,44848.98296,3,14399.66879,0,10,18,2016
63,0,1.0,74,41421,1,1,0,50059,6,2,0,0.0,88,2,1,6946.304162,2.0,2,35894.4362,4,10170.32571,0,5,17,2015
45,0,1.0,79,38064,0,0,0,20143,6,2,0,0.0,1,2,1,3990.361924,6.0,2,17882.16486,4,3902.154611,1,5,29,2016
45,1,1.0,69,38067,1,0,0,50005,5,2,0,1.0,23,0,1,7350.108557,1.0,0,31308.93484,0,50973.94271,0,6,13,2015
40,0,0.0,86,36901,1,0,0,80022,3,2,0,0.0,88,0,0,3397.105207,7.0,1,20831.42378,0,28539.96847,0,7,21,2016
27,1,0.0,74,32972,0,0,1,85067,4,1,1,0.0,44,1,0,3683.209489,2.0,1,31450.530430000003,1,10687.61534,0,9,23,2016
27,0,0.0,8,32957,1,1,1,50037,0,1,0,0.0,82,1,1,2130.115335,5.0,2,15463.89529,3,9648.97546,1,2,23,2015
36,1,1.0,55,35839,0,1,1,50048,2,1,0,0.0,11,0,1,2654.219167,3.0,1,21417.78418,1,14265.38766,0,7,27,2016
38,0,1.0,58,36371,1,1,1,15010,0,1,0,0.0,86,0,1,3397.1819560000004,10.0,0,17185.7755,6,23648.66631,0,10,17,2016
38,0,1.0,50,36380,1,1,1,15010,1,0,0,0.0,79,0,0,2659.349991,8.0,0,16281.59191,6,10624.54804,0,12,15,2015
33,0,1.0,86,34973,1,1,0,50039,0,2,1,1.0,100,0,1,2448.976744,3.0,0,43010.26025,6,24165.91934,0,1,12,2015
49,0,0.0,72,38904,1,0,1,85066,5,1,0,0.0,9,0,0,3676.675774,6.0,2,20788.37326,4,14622.26213,0,9,3,2016
26,1,0.0,77,32592,1,0,1,80017,4,1,1,0.0,34,1,1,5270.193313000001,6.0,2,18224.1902,1,35994.35018,0,6,12,2015
80,0,1.0,48,43807,1,0,0,15012,3,1,3,0.0,10,1,1,8835.720686,3.0,1,33855.85424,1,13410.59776,1,5,21,2015
50,0,1.0,91,39108,0,1,0,15046,2,0,0,0.0,79,2,1,6135.098572999999,5.0,2,22671.21475,1,23342.89802,1,1,21,2015
60,1,1.0,66,40936,1,0,0,50046,4,2,0,1.0,22,0,1,4851.39019,9.0,2,11011.97942,5,35882.95506,0,5,6,2016
41,1,0.0,67,37115,1,1,1,85051,5,1,0,1.0,97,2,1,6557.609692,11.0,2,16821.37489,1,30720.81331,0,7,9,2016
34,1,1.0,60,35290,1,0,1,15057,2,1,0,1.0,100,2,1,3047.0765690000003,7.0,2,23086.28706,0,35642.29827,0,3,16,2016
42,0,1.0,69,37374,1,0,1,80014,1,1,1,0.0,58,0,1,4569.32991,3.0,0,10809.66474,3,17577.74625,0,4,21,2015
40,0,1.0,79,36881,1,1,0,80104,2,1,0,0.0,2,0,0,5536.331895,2.0,2,9270.016028,0,15781.18852,0,3,30,2016
41,1,0.0,75,37137,1,0,0,50003,3,2,0,0.0,50,0,0,2364.577678,3.0,1,15462.38073,6,18216.91678,0,4,2,2015
45,1,0.0,72,38067,1,1,1,80022,0,1,0,1.0,98,0,1,6385.48849,6.0,0,16557.39834,2,8368.66812,0,11,28,2016
46,0,1.0,48,38287,1,1,0,20111,3,2,0,0.0,50,0,1,4218.422727,6.0,1,12638.96086,4,14941.32971,0,12,1,2016
44,1,0.0,43,37842,0,1,0,80102,2,2,0,1.0,0,2,1,4018.828312,4.0,0,13214.91569,4,36678.62533,1,3,9,2016
57,1,1.0,75,40425,0,1,0,20105,5,2,0,0.0,4,2,0,3322.897655,3.0,2,10454.71852,0,30658.1568,0,7,16,2016
30,1,1.0,90,34028,1,1,0,15046,3,0,0,0.0,75,0,1,2582.8020690000003,7.0,2,16204.35658,3,14215.71762,0,6,4,2015
55,1,0.0,65,40078,1,0,0,50008,3,2,0,0.0,38,0,0,5700.836061999999,4.0,1,11108.34401,0,24028.46579,0,12,29,2016
